combo,combo_size,games_together,total_combined_minutes,combined_points_per_36,combined_fg3a_per_36,combined_fg3_pct,combined_rebounds_per_36,combined_assists_per_turnover,average_plus_minus,combined_turnovers_per_36,combined_efg_pct,okc_bench_survival_score,sas_spacing_rebounding_score
Miles McBride / OG Anunoby,2,117,6887.0,15.74444605779004,6.6960940903150865,0.3747072599531616,4.511107884419921,2.0,8.076923076923077,1.3643095687527225,0.5393489905232798,0.4197416184168462,0.5902972250405963
Mikal Bridges / Mitchell Robinson,2,108,5720.0,13.726573426573427,3.1846153846153844,0.34782608695652173,7.684615384615385,2.165898617511521,5.814814814814815,1.3657342657342657,0.5797186400937866,0.43618749065927487,0.5110319654907403
Landry Shamet / Mikal Bridges,2,103,5566.0,15.807402084081925,5.91807402084082,0.3726775956284153,3.3309378368666906,2.5303030303030303,7.728155339805825,1.2806324110671936,0.5767236910316226,0.4658908571049565,0.5509470185563686
Karl-Anthony Towns / Mitchell Robinson,2,101,5087.0,17.833693729113428,2.8236681737762925,0.37092731829573933,13.290347945744054,1.1479099678456592,7.782178217821782,2.200904265775506,0.5821071218363744,0.366821153082981,0.6062606117050165
Josh Hart / Mitchell Robinson,2,98,4989.0,12.317498496692725,2.6337943475646424,0.37534246575342467,10.758869512928442,2.0546875,5.63265306122449,1.847263980757667,0.5974714518760196,0.41471190361683363,0.5616617920370315
Karl-Anthony Towns / Landry Shamet,2,96,5012.0,20.07581803671189,5.767757382282522,0.39975093399750933,9.27294493216281,1.3555555555555556,10.760416666666666,2.2625698324022347,0.5774612693653174,0.388895060072432,0.661456794006242
Mitchell Robinson / OG Anunoby,2,94,5096.0,15.725274725274724,4.069073783359498,0.4131944444444444,8.491365777080063,1.2547169811320755,7.25531914893617,1.4976452119309263,0.6157407407407407,0.4299634734839525,0.6006095283152267
Josh Hart / Landry Shamet,2,94,4903.0,13.745054048541709,5.315929023047114,0.3839779005524862,6.894554354476851,2.4081632653061225,7.5,1.7988986334897001,0.5766016713091922,0.4297273368988982,0.5949781529026369
Jalen Brunson / Mitchell Robinson,2,92,5066.0,21.275957362810896,4.647453612317411,0.36850152905198774,7.120410580339518,2.368600682593857,7.739130434782608,2.0821160679036717,0.5587016574585635,0.40173132203563977,0.5601640213681897
Landry Shamet / OG Anunoby,2,90,4858.0,17.5109098394401,6.913956360642239,0.40728831725616294,4.446274186908193,1.4947368421052631,10.422222222222222,1.407986825854261,0.5955839628123184,0.4530560944112634,0.6308027288270914
Jalen Brunson / Landry Shamet,2,81,4428.0,21.398373983739837,6.878048780487805,0.37825059101654845,3.024390243902439,2.6184738955823295,9.283950617283951,2.024390243902439,0.5412524850894632,0.4135315826056023,0.5735502668180759
Jordan Clarkson / Mikal Bridges,2,77,3954.0,16.552352048558422,5.590288315629742,0.3566775244299674,4.042488619119879,2.543046357615894,6.922077922077922,1.3748103186646434,0.5630568882796436,0.44607735620458433,0.5390079262949722
Miles McBride / Mitchell Robinson,2,73,3055.0,12.208183306055647,4.383633387888707,0.41397849462365593,8.107364975450082,2.108695652173913,8.89041095890411,1.0841243862520458,0.5724815724815725,0.46764851151855213,0.5921139905889097
Cameron Payne / Mikal Bridges,2,71,3716.0,16.808396124865446,6.064585575888052,0.3610223642172524,3.3519913885898815,2.7515151515151515,5.507042253521127,1.5984930032292788,0.5511324639670556,0.4225811093185802,0.5433089310936303
Jordan Clarkson / Karl-Anthony Towns,2,71,3482.0,21.277426766226306,5.055715106260769,0.3496932515337423,9.697874784606547,1.3849206349206349,9.126760563380282,2.605399195864446,0.5479591836734694,0.3388558123177603,0.6091255419839753
Jalen Brunson / Jordan Clarkson,2,69,3660.0,24.442622950819672,6.855737704918033,0.35724533715925394,3.442622950819672,2.3869565217391306,10.202898550724637,2.262295081967213,0.5392464678178964,0.39665309757955447,0.5699428693933687
Cameron Payne / Josh Hart,2,67,3503.0,13.658007422209534,4.521838424207822,0.35,7.450756494433342,2.9,5.253731343283582,1.952612046817014,0.5464788732394367,0.40247627460529156,0.5487511784424669
Cameron Payne / Karl-Anthony Towns,2,65,3286.0,22.524650030432138,5.970785149117468,0.3981651376146789,10.111990261716372,1.9362745098039216,8.261538461538462,2.2349360925136943,0.5638368983957219,0.38447610896319884,0.6787908370559808
Landry Shamet / Mitchell Robinson,2,65,2538.0,12.936170212765957,4.0,0.4397163120567376,8.354609929078014,1.5875,6.615384615384615,1.1347517730496455,0.6565495207667732,0.4854149104217861,0.6209141151349177
